Key,Translation
"VIOLA_QUEST4_PART1_VIOLA1",No. [pause]You are not my kin, spirit.
"VIOLA_QUEST4_PART2_VIOLA1",This must be the lair of the spirit who keeps my brother from me.
"VIOLA_QUEST4_PART2_VIOLA1_OPTION1",I think it’s an Archangel…
"VIOLA_QUEST4_PART2_VIOLA2",Whatever spirit, fairy, or devil seeks an audience with me…
"VIOLA_QUEST4_PART2_VIOLA3",I will not falter!
"VIOLA_QUEST4_FUSE_VIOLA1",{player}...
"VIOLA_QUEST4_FUSE_VIOLA2",The overwhelming hand of fate may push against us, [pause]but…
"VIOLA_QUEST4_FUSE_VIOLA3",We shall not perish upon this day!
"ALEPH_LORE_1",Aleph once lead a troupe of Archangels across the connected cosmos. There, he commanded great battles, becoming a part of many common legends known to this very day. His portal head allows him to send anyone and anything anywhere he wants – except himself.
"ALEPH_NULL_LORE_1",Aleph, once again as strong as he was at the height of his power. If he is allowed to roam the connected cosmos as he once did, it is no doubt that an unquestionable amount of suffering will happen.
"AA_ALICE_NAME",Alice
"ALICE_LORE_1",Alice sees herself as a benevolent princess of her own domain. The prospect of visiting guests excites her, but only in that she sees people as playthings that can be easily discarded after their novelty runs thin.
"AA_AMBER_NAME",The Amber Lodge
"AA_AMBER_LORE_1",Ms. Amber is an enigmatic but hospitable Archangel, who offers safe passage to travellers of the cosmos. She has the ability to travel freely between worlds, and takes the form of a high-class club filled with guests.
"AA_CUBE_NAME",Heckahedron
"CUBE_LORE_1",Heckahedron’s body is “cardinally fixed”, meaning it looks the exact same regardless of what angle you view it from. This isn’t unusual – the “physical form” of any Archangel is merely the 3-dimensional shadow of a higher being. They are not bound by euclidean science.
"FINALGANTE_LORE_1",The will to fight back against impossible odds, along with the remnant spirit of Morgante, has formed Morgante Gestalt. It is an Egregore – known as an “Archangel” on New Wirral – an entity created by a combined will to change reality. This power resides in all of mankind.
"HELIA_LORE_1",An incarnation of the power of fusion, Helia oversees all kinds of fusion throughout the cosmos. On her home world, she first manifested in the research laboratory of human scientists who were studying nuclear fusion.
"AA_LAMENTO_MORI_NAME",Lamento Mori
"LAMENTO_MORI_LORE_1",Lamento Mori, a particularly powerful Archangel for its age, has turned its station platform into a maze of tomb-like chambers, in which it traps and torments any unfortunate soul who dares enter its depths.
"LENNA_LORE_1",Lenna once lived as an unassuming school teacher, whose biggest responsibility was to instruct the “hero” of her world on how to fight the evil Archangels. When the hero was unexpectedly killed, Lenna took up the sword herself.
"MAMMON_LORE_1",Unlike the other Archangels, Mammon forgoes dwelling in the labyrinthian stations beneath New Wirral. Instead, it leads its legion of “Landkeepers” from a concrete hold of its own making. Its Landkeepers are hollow vessels, shells given autonomy from its vast well of power.
"AA_MERLINE_LORE_1",The railway system beneath New Wirral is in fact the Mer-Line, an ancient and unknowable “Archangel” that takes the form of an infinite labyrinth of tunnels and trains. 
"AA_MONARCH_NAME",Nowhere Monarch
"MONARCH_LORE_1",The Nowhere Monarch resides below the Falldown Mall, feeding on the lost potential humans emit when they spend their lives consumed by trivial media and content.
"MORGANTE_LORE_1",Morgante once joined Aleph in his ventures across many worlds, appearing in many myths and legends as as witch or goddess of great power. She resided in Night’s Bridge Station, which holds the only “gateway” to leave New Wirral. She hid this station in the words of a song.
"AA_OLDGANTE_NAME",Morgante
"OLDGANTE_LORE_1",A wounded Archangel who was once a great power. Morgante’s voice carries a force that can tear the fabric of reality itself, but this power is weakened in this state.
"AA_PUPPET_NAME",Poppetox
"PUPPET_LORE_1",Poppetox’s body is made of a strange, distorted matter. It can tear chunks of this matter from itself and craft crude replicas of those who confront it. These effigies have a strange connection with the individual they mimic, and can transmit any damage dealt to it back to them.
"ROBIN_LORE_1",A trickster straight out of a comedy play, Robin Goodfellow may have once been good-natured. However, when he discovered the play from which he was created, the nature of his existence broke his spirit and turned him cruel and bitter towards humanity.
"AA_SERPENT_NAME",Mourningstar
"SERPENT_LORE_1",The malevolent Mourningstar feeds on the devotion of others, sometimes to a lethal extent if the individual’s commitment is strong enough. It whispers from its underground station, hoping that its acolytes will eventually find their way down to it – and their deaths.
"AA_TOWER_NAME",Babelith
"TOWER_LORE_1",Babelith dwells in a station atop Mt. Wirral, from which it yells its incoherent ramblings that remain unheard by almost everyone. 
"MOVE_COSMIC_KUNAI_NAME",Cosmic Kunai
"MOVE_DESCRIPTION_HIT_TEAM_DESTROY_WALL",Hits a whole team. Destroys walls.
"MOVE_AA_ALEPH_10000_CUTS_NAME",Death By 10,000 Cuts
"MOVE_CATEGORY_MELEE",Melee Attack
"MOVE_DESCRIPTION_HIT_TEAM_MULTI",Hits each member of a team multiple times.
"MOVE_AA_ALEPH_1000_CUTS_NAME",Death By 1000 Cuts
"MOVE_AA_ALEPH_DEUS_EX_CALIBUR_NAME",Deus Ex Calibur
"MOVE_AA_ALICE_DRINK_ME_NAME",Drink Me
"MOVE_CATEGORY_STATUS",Status Effect
"MOVE_AA_ALICE_EAT_ME_NAME",Eat Me
"MOVE_AA_ALICE_HIGH_AND_MIGHTY_NAME",High & Mighty
"MOVE_DESCRIPTION_HIT_TEAM",Hits a whole team.
"MOVE_AA_CUBE_FRUSTUM_CULL_NAME",Frustum Cull
"MOVE_NAME_ELDRITCH",Eldritch
"MOVE_CATEGORY_MISC",Miscellaneous
"MOVE_DESCRIPTION_ELDRITCH",Prevents the user’s stats from being lowered.
"BATTLE_TOAST_BLOCKED",STATUS BLOCKED
"MOVE_AA_MORGANTE_CODA_MORGANA_NAME",Coda Morgana
"MOVE_AA_FINALGANTE_DOG_NAME",Barkley’s Energy
"MOVE_DESCRIPTION_AA_FINALGANTE_DOG",Boosts the user’s AP generation.
"MOVE_AA_FINALGANTE_EUGENE_NAME",Eugene’s Courage
"MOVE_DESCRIPTION_AA_FINALGANTE_EUGENE",Raises the user’s Melee Defence and Ranged Defence.
"MOVE_AA_FINALGANTE_FELIX_NAME",Felix’s Creativity
"MOVE_AA_FINALGANTE_KAYLEIGH_NAME",Kayleigh’s Melody
"MOVE_DESCRIPTION_AA_FINALGANTE_KAYLEIGH",Motivates the user to keep going upon defeat.
"MOVE_AA_FINALGANTE_MEREDITH_NAME",Meredith’s Wit
"MOVE_DESCRIPTION_AA_FINALGANTE_MEREDITH",Raises the user’s Melee Attack and Ranged Attack.
"MOVE_AA_FINALGANTE_PLAYER_NAME",{player}’s Conviction
"MOVE_AA_FINALGANTE_VIOLA_NAME",Viola’s Determination
"MOVE_DESCRIPTION_DODGE",Raises the user’s Evasion.
"MOVE_AA_LAMENTO_MORI_DEATH_RAY_NAME",Death Ray
"MOVE_LENNA_POWER_OF_TRUTH_NAME",Power of Truth
"MOVE_LENNA_WHISTLE_FOR_HELP_NAME",Whistle For Help
"MOVE_DESCRIPTION_CALL_FOR_HELP",Chance to summon a temporary ally.
"MOVE_AA_MAMMON_ASSET_FREEZE_NAME",Asset Freeze
"MOVE_DESCRIPTION_COATING",Changes the type of the user or an ally.
"MOVE_AA_MAMMON_LEVERAGE_NAME",Leverage
"MOVE_AA_MAMMON_LOSS_LEADER_NAME",Loss Leader
"MOVE_DESCRIPTION_HIT_ONE_RETURN_DAMAGE",Hits one target. Also damages the user a little.
"MOVE_AA_MAMMON_MARGIN_CALL_NAME",Margin Call
"MOVE_AA_MAMMON_MARKET_CRASH_NAME",Market Crash
"MOVE_AA_MAMMON_TOO_BIG_TO_FAIL_NAME",Too Big To Fail
"MOVE_AA_MONARCH_BOMB_VOYAGE_NAME",Bomb Voyage
"MOVE_AA_MONARCH_CALL_TO_ARMS_NAME",Call to Arms
"MOVE_AA_MONARCH_TENTACLE_NAME",Slippery Grip
"MOVE_DESCRIPTION_FLINCH_ONE",Chance to cause the target to flinch.
"MOVE_AA_MORGANTE_DOG_NAME",Boundless Energy
"MOVE_AA_MORGANTE_EUGENE_NAME",Bottomless Courage
"MOVE_AA_MORGANTE_FELIX_NAME",Creative Endeavour
"MOVE_AA_MORGANTE_KAYLEIGH_NAME",Heartfelt Melody
"MOVE_AA_MORGANTE_MEREDITH_NAME",Lightning Wit
"MOVE_AA_MORGANTE_PLAYER_NAME",Unstoppable Conviction
"MOVE_AA_MORGANTE_VIOLA_NAME",Cunning Determination
"MOVE_AA_OLDGANTE_THRASH_NAME",Discordant Thrash
"MOVE_AA_PUPPET_FEEDBACK_NAME",Feedback
"MOVE_AA_ROBIN_FAIRY_DUST_NAME",Fairy Dust
"MOVE_DESCRIPTION_STATUS_TARGET",Gives the target {status_effect} status for {duration} turn(s).
"MOVE_AA_ROBIN_FAIRY_HORDE_NAME",Fairy Horde
"MOVE_AA_ROBIN_NIGHT_MARE_NAME",Night Mare
"MOVE_DESCRIPTION_BITE",Hits one target. Heals the user a little bit afterwards.
"MOVE_AA_SERPENT_JUDGMENT_NAME",Judgement
"MOVE_AA_SERPENT_TEMPTATION_NAME",Temptation
"MOVE_DESCRIPTION_WALL",Sacrifice 20% of HP to create a wall that will absorb up to 3 hits for up to 3 turns.
"MOVE_AA_TOWER_FALSE_ILLUMINATION_NAME",False Illumination
"MOVE_AA_TOWER_TRUE_ILLUMINATION_NAME",True Illumination
"MOVE_ABRAMACABRA_NAME",Abramacabra
"MOVE_DESCRIPTION_ABRAMACABRA",Sacrifice 20% of HP to create a wall that will absorb up to 3 hits for up to 3 turns. This wall will also damage one opponent each turn.
"MOVE_ACID_REFLEX_NAME",Acid Reflex
"MOVE_DESCRIPTION_ACID_REFLEX",Chance to poison an opponent automatically upon melee contact.
"MOVE_ACORN_MORTAR_NAME",Acorn Mortar
"MOVE_AIR_WALL_NAME",Air Wall
"MOVE_AP_BOOST_NAME",AP Boost
"MOVE_DESCRIPTION_AP_BOOST",Boosts the target’s AP generation.
"MOVE_AP_DONATE_NAME",AP Donate
"MOVE_DESCRIPTION_AP_DONATE",Shifts all remaining AP from the user to the target.
"MOVE_AP_DRAIN_NAME",AP Drain
"MOVE_DESCRIPTION_AP_DRAIN",Reduces the target’s AP generation.
"MOVE_AP_FACTORY_NAME",AP Factory
"MOVE_DESCRIPTION_AP_FACTORY",Automatically shifts all the user’s AP to its allies at the start of each round.
"MOVE_AP_REFUND_NAME",AP Refund
"MOVE_DESCRIPTION_AP_REFUND",Chance to automatically refund AP after a move is used.
"MOVE_AP_REFUND_TOAST",REFUND
"MOVE_AP_STARTER_NAME",AP Starter
"MOVE_DESCRIPTION_AP_STARTER",Grants 1 extra AP at the start of battle.
"MOVE_AP_STEAL_NAME",AP Steal
"MOVE_DESCRIPTION_AP_STEAL",Steals 1 AP from the target and gives it to the user.
"MOVE_AP_STEAL_TOAST",STOLEN
"MOVE_ASTRAL_WALL_NAME",Astral Wall
"MOVE_NAME_AUTOMATION",Automation
"MOVE_DESCRIPTION_AUTOMATION",Chance to use the next move in the list, for 0 AP, at the end of the turn.
"MOVE_AVALANCHE_NAME",Avalanche
"MOVE_DESCRIPTION_AVALANCHE",All melee attacks fail this round.
"MOVE_BAD_JOKE_NAME",Bad Joke
"MOVE_DESCRIPTION_BAD_JOKE",The user tells a random joke. This has no effect.
"MOVE_BAD_JOKE_JOKE1",Why did the Traffikrab NOT cross the road? It could only do the side walk!
"MOVE_BATTERY_NAME",Battery
"MOVE_DESCRIPTION_BATTERY",Hits one target twice. Lands critical hits if used after Charge.
"MOVE_BEAST_WALL_NAME",Beast Wall
"MOVE_NAME_BERSERKER",Berserker
"MOVE_DESCRIPTION_BERSERKER",Automatically raises the user’s Melee Attack and inflicts them with Berserk when the user’s HP falls below 50%.
"MOVE_BE_RANDOM_NAME",bE rAnDoM!!
"MOVE_DESCRIPTION_BE_RANDOM",Uses a random move that you have enough AP for.
"MOVE_BINVASION_NAME",Binvasion
"MOVE_DESCRIPTION_BINVASION",Hits one target as many times as there are Binvaders on the user’s team.
"MOVE_BINVITATION_NAME",Binvitation
"MOVE_DESCRIPTION_BINVITATION",Calls for help from the mothership.
"MOVE_BISHBASHBOSH_NAME",Bish Bash Bosh
"MOVE_BITE_NAME",Bite
"MOVE_BLIZZARD_NAME",Blizzard
"MOVE_DESCRIPTION_BLIZZARD",Hits a whole team. Lowers the targets’ Accuracy.
"MOVE_NAME_BLOODLUST",Bloodlust
"MOVE_DESCRIPTION_BLOODLUST",Automatically raises the user’s Melee and Ranged Attack stats when an opponent is defeated.
"MOVE_BLOOD_DONATION_NAME",Blood Donation
"MOVE_DESCRIPTION_BLOOD_DONATION",Reduces the user’s HP by half, giving it to the target.
"MOVE_BOIL_NAME",Boil
"MOVE_DESCRIPTION_BOIL",Hits one target. Chance to burn the target.
"MOVE_BOLT_FROM_THE_BLUE_NAME",Bolt From The Blue
"MOVE_DESCRIPTION_BOLT_FROM_THE_BLUE",Summons a temporary Boltam ally.
"MOVE_BONE_CANNON_NAME",Bone Cannon
"MOVE_DESCRIPTION_HIT_ONE_MULTI",Hits one target multiple times.
"MOVE_BOTTLE_VOLLEY_NAME",Bottle Volley
"MOVE_NAME_BREATHING_TECHNIQUE",Breathing Technique
"MOVE_DESCRIPTION_BREATHING_TECHNIQUE",Prevents the user from being inflicted with Berserk.
"MOVE_BRICK_BLAST_NAME",Brick Blast
"MOVE_BROADCAST_NAME",Broadcast
"MOVE_DESCRIPTION_STATUS_USER",Gives the user {status_effect} status for {duration} turn(s).
"MOVE_NAME_BURNING_PASSION",Burning Passion
"MOVE_DESCRIPTION_BURNING_PASSION",Automatically raises the user’s Ranged and Melee Attack whenever the user gains the Burned status effect.
"MOVE_BUSHFIRE_NAME",Bushfire
"MOVE_DESCRIPTION_BUSHFIRE",Changes the user’s type to Fire, and makes them deal additional Fire damage on contact. Also burns the user.
"MOVE_CALL_FOR_HELP_NAME",Call For Help
"MOVE_CAMOUFLAGE_AIR_NAME",Air Camouflage
"MOVE_DESCRIPTION_CAMOUFLAGE",Changes the type of the user. Automatically used at the start of battle for 0 AP.
"MOVE_CAMOUFLAGE_ASTRAL_NAME",Astral Camouflage
"MOVE_CAMOUFLAGE_BEAST_NAME",Beast Camouflage
"MOVE_CAMOUFLAGE_EARTH_NAME",Earth Camouflage
"MOVE_CAMOUFLAGE_FIRE_NAME",Fire Camouflage
"MOVE_CAMOUFLAGE_GLASS_NAME",Glass Camouflage
"MOVE_CAMOUFLAGE_ICE_NAME",Ice Camouflage
"MOVE_CAMOUFLAGE_LIGHTNING_NAME",Lightning Camouflage
"MOVE_CAMOUFLAGE_METAL_NAME",Metal Camouflage
"MOVE_CAMOUFLAGE_PLANT_NAME",Plant Camouflage
"MOVE_CAMOUFLAGE_PLASTIC_NAME",Plastic Camouflage
"MOVE_CAMOUFLAGE_POISON_NAME",Poison Camouflage
"MOVE_CAMOUFLAGE_WATER_NAME",Water Camouflage
"MOVE_CHANGE_THE_RECORD_NAME",Change the Record
"MOVE_DESCRIPTION_CHANGE_THE_RECORD",Forces the target to randomly switch to another of their tapes.
"MOVE_CHARGE_NAME",Charge
"MOVE_NAME_CHEMICAL_IMBALANCE",Chemical Imbalance
"MOVE_DESCRIPTION_CHEMICAL_IMBALANCE",Chance to automatically use the next move in the list, for 0 AP, when the user lands a type-advantaged hit. The chance is reduced in proportion to the move’s normal AP cost.
"MOVE_CLAY_FIRED_NAME",Clay-Fired
"MOVE_DESCRIPTION_CLAY_FIRED",Activates when the user takes Fire-type damage from an attack. Raises the user’s defence stats.
"MOVE_CLOBBER_NAME",Clobber
"MOVE_CLOCKWORK_MOUSE_NAME",Clockwork Mouse
"MOVE_CLOSE_ENCOUNTER_NAME",Close Encounter
"MOVE_DESCRIPTION_CLOSE_ENCOUNTER",The target’s ranged attacks become melee attacks.
"MOVE_COAL_STORY_NAME",Coal Story
"MOVE_DESCRIPTION_COAL_STORY",Hits one target. Inflicts Burned on the target.
"MOVE_COATING_AIR_NAME",Air Coating
"MOVE_COATING_ASTRAL_NAME",Astral Coating
"MOVE_COATING_BEAST_NAME",Beast Coating
"MOVE_COATING_EARTH_NAME",Earth Coating
"MOVE_COATING_ELEMENTAL_NAME",Elemental Coating
"MOVE_COATING_FIRE_NAME",Fire Coating
"MOVE_COATING_GLASS_NAME",Glass Coating
"MOVE_COATING_ICE_NAME",Ice Coating
"MOVE_COATING_LIGHTNING_NAME",Lightning Coating
"MOVE_COATING_METAL_NAME",Metal Coating
"MOVE_COATING_PLANT_NAME",Plant Coating
"MOVE_COATING_PLASTIC_NAME",Plastic Coating
"MOVE_COATING_POISON_NAME",Poison Coating
"MOVE_COATING_WATER_NAME",Water Coating
"MOVE_COLD_FUSION_NAME",Cold Fusion
"MOVE_DESCRIPTION_COLD_FUSION",Activates whenever anyone fuses. Reduces the fusion’s HP by 20% of its Max HP, and causes it to flinch.
"MOVE_COMPLIMENT_NAME",Compliment
"MOVE_DESCRIPTION_COMPLIMENT",Lowers the target’s Ranged Defence.
"MOVE_COPPER_CHOP_NAME",Copper Chop
"MOVE_DESCRIPTION_COPPER_CHOP",Hits one target. Inflicts Resonance on Glass- and Metal-type targets.
"MOVE_COPYCAT_NAME",Copycat
"MOVE_DESCRIPTION_COPYCAT",Copies the last move the target used, if you have the AP.
"MOVE_COPYCAT_TITLE",Copycat: {move_name}
"MOVE_COPY_THAT_NAME",Copy That
"MOVE_DESCRIPTION_COPY_THAT",Transforms the user into a copy of the target.
"MOVE_COTTON_ON_NAME",Cotton On
"MOVE_DESCRIPTION_COTTON_ON",Reduces the accuracy of moves that can be evaded that target the user to 0% for the next round.
"MOVE_NAME_CRITICAL_AP",Critical AP
"MOVE_DESCRIPTION_CRITICAL_AP",The user gains 1 AP each time they land a critical hit.
"MOVE_NAME_CRITICAL_MASS",Critical Mass
"MOVE_DESCRIPTION_CRITICAL_MASS",Chance to use the next move in the list, for 0 AP, when the user lands a critical hit.
"MOVE_PEEKABOO_NAME",Peekaboo
"MOVE_DESCRIPTION_PEEKABOO",Lowers the target’s Accuracy.
"MOVE_CRITICIZE_NAME",Criticise
"MOVE_DESCRIPTION_CRITICIZE",Lowers the target’s Ranged Attack.
"MOVE_CROSSFADE_NAME",Crossfade
"MOVE_DESCRIPTION_CROSSFADE",Switches the user’s form but applies a coating that keeps its type the same.
"MOVE_CRUMBLE_NAME",Crumble
"MOVE_DESCRIPTION_CRUMBLE",Destroys every wall, inflicting damage to each fighter with a wall proportional to the remaining duration of their wall.
"MOVE_CRYSTAL_LENS_NAME",Crystal Lens
"MOVE_NAME_CUSTOM_STARTER",Custom Starter
"MOVE_DESCRIPTION_CUSTOM_STARTER",Chance to automatically use the next move in the list, for 0 AP, at the start of battle. The chance is reduced in proportion to the move’s normal AP cost.
"MOVE_DAMAGE_ROLL_NAME",Damage Roll
"MOVE_DESCRIPTION_DAMAGE_ROLL",The user rolls a 20-sided die. Damage is multiplied by the number of the die. Special effects take place on rolls of 1 or 20.
"MOVE_DESCRIPTION_SUMMON_TULPA",Calls for help from the astral plane.
"MOVE_DEEP_FREEZE_NAME",Deep Freeze
"MOVE_DESCRIPTION_DEEP_FREEZE",Freezes the opponent’s cassette player, inflicting them with the Tape Jam status effect.
"MOVE_DEFEND_NAME",Defend
"MOVE_DESCRIPTION_DEFEND",Raises the user’s Melee Defence.
"MOVE_DEJAVU_NAME",Déjà Vu
"MOVE_DELEGATE_NAME",Delegate
"MOVE_DESCRIPTION_DELEGATE",Transfers the user’s status effects onto its ally.
"MOVE_DESPERATION_NAME",Desperation
"MOVE_DESCRIPTION_DESPERATION",Does more damage if the user is low on health.
"MOVE_DJINNTOXICATE_NAME",Djinntoxicate
"MOVE_DESCRIPTION_DJINNTOXICATE",Hits one target. Inflicts the Confused status on the target.
"MOVE_DOC_LEAF_NAME",Doc Leaf
"MOVE_DODGE_NAME",Dodge
"MOVE_DOG_YEARS_NAME",Dog Years
"MOVE_DESCRIPTION_DOG_YEARS",Extends the duration of the target’s status effects.
"MOVE_DOG_YEARS_TOAST_TIMERS_EXTENDED",TIMERS EXTENDED
"MOVE_DOUBLE_SLICE_NAME",Double Slice
"MOVE_DOUBLE_SMACK_NAME",Double Smack
"MOVE_NAME_DUAL_WIELD",Dual Wield
"MOVE_DESCRIPTION_DUAL_WIELD",Uses the next move in the list twice in succession, if you have enough AP.
"MOVE_EARTH_WALL_NAME",Earth Wall
"MOVE_ECHOLOCATION_NAME",Echolocation
"MOVE_DESCRIPTION_STATUS_STARTER",Used automatically at the start of battle for 0 AP. Gives the user {status_effect} status for {duration} turn(s).
"MOVE_ELEMENTAL_WALL_NAME",Elemental Wall
"MOVE_ENERGY_SHOT_NAME",Energy Shot
"MOVE_ENERGY_WAVE_NAME",Energy Wave
"MOVE_FAIR_FIGHT_NAME",Fair Fight
"MOVE_DESCRIPTION_FAIR_FIGHT",Prevents new status effects from being applied for 3 turns.
"MOVE_FINAL_BREATH_NAME",Final Breath
"MOVE_DESCRIPTION_FINAL_BREATH",If your HP is above 80% and you receive an attack that would reduce it to 0, you survive with 1 HP.
"MOVE_FIRE_WALL_NAME",Fire Wall
"MOVE_FISSION_POWER_NAME",Fission Power
"MOVE_DESCRIPTION_FISSION_POWER",The user undergoes fission, dividing itself into two copies.
"MOVE_FLIRT_NAME",Flirt
"MOVE_DESCRIPTION_FLIRT",Lowers the target’s Evasion.
"MOVE_FOCUS_NAME",Focus
"MOVE_DESCRIPTION_FOCUS",Raises the user’s Accuracy.
"MOVE_FOG_NAME",Fog
"MOVE_DESCRIPTION_FOG",Reduces accuracy of ranged attacks that aren’t Water, Air or Ice-type to 0% for 3 turns.
"MOVE_NAME_FOSSIL",Fossil
"MOVE_DESCRIPTION_FOSSIL",Automatically restores the user to full health if they become Petrified.
"MOVE_FROZEN_GROUND_NAME",Frozen Ground
